File Name,Clip Directory,Duration TC,Shot Frame Rate,Audio Channels,Resolution,Video Codec,Title,Description,Location,Pricing Tier,License Type,Type,Reel Number,Start TC,End TC,Start Frame,End Frame,Frames,Bit Depth,Field Dominance,Data Level,Date Modified,EDL Clip Name,Camera Type,Camera Serial #,Camera ID,Camera Format,Camera FPS,Shutter Angle,ISO,White Point (Kelvin),Sensor,Camera Firmware,Lens Type,Camera Aperture,Focal Point (mm),Distance,Aspect Ratio Notes,H-Flip,V-Flip,,,
A003_A065_0408XE_V2-0004.mp4,,,,,,,Fishing Boats on Anchor in the Distance,"A fleet of local fishing boats on anchor at sunset, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean (No Property Release)","Cendrawasih Bay, Indonesia",standard,Editorial,Landscape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A003_A068_0408L6_V2-0005.mp4,,,,,,,Pink Clouds at Dusk over the Ocean,"Pink clouds on the horizon at dusk over the ocean, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Landscape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A003_A075_0411AX_V1-0046.mp4,,,,,,,Whale Shark Sucks Water at the Surface,"A whale shark, Rhincodon typus, sucks water at the surface while feeding, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A003_A075_0411AX_V1-0047.mp4,,,,,,,Whale Shark Gills and Head,"Close up of a whale shark, Rhincodon typus, gills and head as it feeds under a bagan, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A003_A076_0411VP_V1-0022.mp4,,,,,,,Panning Vertically Down a Whale Shark,"Camera pans down from the head of a whale shark, Rhincodon typus, in vertical feeding position, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A003_A082_04114B_V2-0013.mp4,,,,,,,Fish Swimming in a Net ,"A school of fish swimming inside the net of a bagan, a traditional net fishing boat, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A003_A083_0411R9_V2-0014.mp4,,,,,,,Looking up at a School of Fish Swimming in a Net ,"Looking up at a school of fish swimming inside the net of a bagan, a traditional net fishing boat, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A003_A083_0411R9_V2-0016.mp4,,,,,,,Close Up of a School of Fish Swimming in a Net ,"Close up of a school of fish swimming inside the net of a bagan, a traditional net fishing boat, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A003_A128_0410WL_V1-0003.mp4,,,,,,,Two Whale Sharks Swimming,"Two whale sharks, Rhincodon typus, swim below a bagan, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A003_A129_04105P_V1-0005.mp4,,,,,,,"Whale Sharks, Cobias and Remoras","Two whale sharks, Rhincodon typus, and attendant cobia, Rachycentron canadum and remoras, Remora remora, swim under a bagan,Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A003_A153_0410IP_V1-0009.mp4,,,,,,,Three Whale Sharks Feeding,"Three whale sharks, Rhincodon typus, feeding under a bagan, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A003_A153_0410IP_V1-0010.mp4,,,,,,,Whale Sharks Under a Fishing Net,"Three whale sharks, Rhincodon typus, swimming under a fishing net of a bagan, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A003_A153_0410IP_V1-0011.mp4,,,,,,,Whale Sharks Feeding,"Three whale sharks, Rhincodon typus, swimming under a fishing net of a bagan, a traditional net fishing boat, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A003_A154_0410PN_V1-0013.mp4,,,,,,,Whale Shark Swimming up to a Bagan,"A whale shark, Rhincodon typus, swims up to a bagan where a second whale shark is feeding, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A003_A155_0410AR_V1-0015.mp4,,,,,,,Whale Shark Swimming Away,"A whale shark, Rhincodon typus, swims away from the camera, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A013_0412Q2_V2-0001.mp4,,,,,,,Whale Shark Stuck in Fishing Net,"A whale shark, Rhincodon typus, stuck in the net under a bagan, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A013_0412Q2_V2-0008.mp4,,,,,,,Whale Shark in a Fishing Net,"A whale shark, Rhincodon typus, in a net under a bagan, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A015_04124K_V2-0009.mp4,,,,,,,Panning Around a Whale Shark in Fishing Net,"Panning around a whale shark, Rhincodon typus, trapped in a fishing net under a bagan, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A017_0412JO_V2-0002.mp4,,,,,,,Whale Shark in Fishing Net with Sunrays,"Whale Shark, Rhincodon typus, in a fishing net with sunrays, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A024_0412JO_V2-0003.mp4,,,,,,,Whale Shark In Net,"A whale shark, Rhincodon typus, swims inside a large net while second shark swims outside, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A031_0412B1_V2-0004.mp4,,,,,,,Fishermen Pulling Up Net with Whaleshark,"Fishermen try to pull up a net with a trapped whale shark, Rhincodon typus, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean (No Model Release)","Cendrawasih Bay, Indonesia",standard,Editorial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A031_0412B1_V2-0010.mp4,,,,,,,Split Shot of Fishermen Pulling Up Net with Whaleshark,"Split shot of fishermen try to pull up a net with a trapped whale shark, Rhincodon typus, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean (No Model Release)","Cendrawasih Bay, Indonesia",standard,Editorial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A033_0412FT_V2-0005.mp4,,,,,,,Whale Shark Swimming into a Net,"A whale shark, Rhincodon typus, swimming into the side of a net trying to escape, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A033_0412FT_V2-0011.mp4,,,,,,,Whale Shark Trying to Escape from a Net,"A whale shark, Rhincodon typus, swimming into the side of a net trying to escape, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A035_0412B9_V2-0006.mp4,,,,,,,Whale Shark Lying in a Net,"Whale shark, Rhincodon typus, in a net covered in remoras, Remora remora, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A054_0412ZL_V2-0012.mp4,,,,,,,Whale Shark in Net,"Whale shark, Rhincodon typus, lies trapped in a fishing net, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A079_041265_V2-0007.mp4,,,,,,,Close Up of Whale Shark in Net,"Close up of a whale shark, Rhincodon typus, stuck in a fishing net under a bagan, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A079_041265_V2-0013.mp4,,,,,,,Whale Shark Moving in a Net,"A whale shark, Rhincodon typus, tries to swim while stuck in a net, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A086_0412F7_V1-0001.mp4,,,,,,,Fish Swim Around Artificial Reef Under a Platform,"Purposefully built fish attraction devices hanging under the Whale Shark Centre in Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",standard,Editorial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A086_0412F7_V1-0008.mp4,,,,,,,Pushing Through Underwater Artificial Reef,"Camera pushes through columns of fish attraction devices hung under the Whale Shark Centre in Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",standard,Editorial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A087_0412HC_V1-0002.mp4,,,,,,,Schooling Fish and Fish Attraction Platform,"Fish swim in and around the strands of artificial reef hung under the Whale Shark Centre, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",standard,Editorial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A087_0412HC_V1-0009.mp4,,,,,,,Panning Up to Whale Shark Centre,"Camera pans up from fish attraction devices to the floating Whale Shark Centre, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",standard,Editorial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A087_0412HC_V1-0010.mp4,,,,,,,Panning Down from Whale Shark Centre,"Camera pans down from floating Whale Shark Centre to fish attraction devices in the water column, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",standard,Editorial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A090_0412Q1_V1-0003.mp4,,,,,,,Underwater Fish Attraction Device,"A fish attraction device suspended in the water column under the Whale Shark Centre, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",standard,Editorial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A091_0412PC_V1-0011.mp4,,,,,,,Fish Attraction Device Made of Pipes,"Large fish attraction device made of cylindrical pipes under the Whale Shark Centre, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",standard,Editorial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A093_041220_V1-0012.mp4,,,,,,,Damsel Fish Swimming Around Fish Attraction Device,"Indo Pacific Sergeants, Abudefduf vaigiensis, cluster around a fish attraction device in Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",standard,Editorial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A095_0412LN_V1-0004.mp4,,,,,,,Fish Attraction Device in Water Column,"Large fish attraction device suspended in the mid water column, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",standard,Editorial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A096_0412EJ_V1-0005.mp4,,,,,,,Hanging Fish Attraction Lines,"Vertical lines hung in the water with artificial reef pods to attract fish, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",standard,Editorial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A096_0412EJ_V1-0006.mp4,,,,,,,Two Fish Attraction Devices ,"Two different styles of fish attraction device and fish swimming between the two, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",standard,Editorial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_A099_0412TL_V1-0007.mp4,,,,,,,Sun Rays Under the Whale Shark Centre,"Sun rays filter through the water under the floating Whale Shark Centre in Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",standard,Editorial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A005_A048_0412DV_V2-0017.mp4,,,,,,,Sunlight Lighting Leaves,"Camera pans down in the forest with sun lighting up a selection of green leaves in the forest of Central Papua, Central Papua, Indonesia","Cendrawasih Bay, Indonesia",standard,Commercial,Landscape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A005_A059_0412OE_V2-0026.mp4,,,,,,,Panning Right to Left Across Papuan Jungle,"Camera pans from the right to the left showcasing the dense Papuan jungle, Cendrawasih Bay, Central Papua, Indonesia","Cendrawasih Bay, Indonesia",standard,Commercial,Landscape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A005_A066_041256_V2-0027.mp4,,,,,,,Central Papuan Jungle,"Panning across the trees and undergrowth of the dense jungle, Cendrawasih Bay, Central Papua, Indonesia","Cendrawasih Bay, Indonesia",standard,Commercial,Landscape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A005_A074_0412IV_V2-0028.mp4,,,,,,,Photographers in the Jungle,"Peeking over the should of a photographer in the jungle, Cendrawasih Bay, Central Papua, Indonesia","Cendrawasih Bay, Indonesia",standard,Editorial,Landscape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A005_A100_0414R2_V2-0018.mp4,,,,,,,Papuan Beach,"Panning down and across from the jungle to the beach, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",standard,Commercial,Landscape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A005_A104_04146P_V2-0019.mp4,,,,,,,Papuan Ocean and Beach,"Papuan beach with ocean and green jungle behind, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",standard,Commercial,Landscape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A005_A105_0414EK_V2-0020.mp4,,,,,,,Waves Breaking on the Beach,"Waves breaking on the beach in Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",standard,Commercial,Landscape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A005_A105_0414EK_V2-0021.mp4,,,,,,,Sunlight on Breaking Waves,"Sunlight glistens on waves breaking on a beach, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",standard,Commercial,Landscape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A006_A001_0413CQ_V2-0023.mp4,,,,,,,Painted Crocodile Skull,"A real saltwater crocodile skull that has been painted and fit with fake teeth as a display item in a village, Cendrawasih Bay, Central Papua, Indonesia, No Property Release","Cendrawasih Bay, Indonesia",standard,Editorial,Culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A006_A004_04138S_V2-0022.mp4,,,,,,,Shells and a Painting on a Shelf,"Shells and a whale shark painting on a shelf in a home, Cendrawasih Bay, Central Papua, Indonesia, No Property Release","Cendrawasih Bay, Indonesia",standard,Editorial,Culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A006_A004_04138S_V2-0024.mp4,,,,,,,"Shells, Crocodile Skull and a Painting on a Shelf","Shells, a crocodile skull and a whale shark painting on a shelf in a home, Cendrawasih Bay, Central Papua, Indonesia, No Property Release","Cendrawasih Bay, Indonesia",standard,Editorial,Culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A006_A013_0413DN_V2-0025.mp4,,,,,,,Traditional Goggles Hanging from a Shelf,"Traditionally made swimming goggles hang from a shelf with shells and a crocodile skull Cendrawasih Bay, Central Papua, Indonesia, No Property Release","Cendrawasih Bay, Indonesia",standard,Editorial,Culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A006_A062_0413WX_V1-0051.mp4,,,,,,,Whale Shark Swims to Net,"Whale shark, Rhincodon typus, swims toward a bagan with to other sharks in the background, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A006_A062_0413WX_V1-0052.mp4,,,,,,,Whale Shark Under the Surface,"Whale shark, Rhincodon typus, swims close to the surface in front of a bagan, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",Premium,Commercial,Underwater,Cover image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A006_A085_0413B2_V2-0015.mp4,,,,,,,Looking Up at a Bagan,"Looking up at the underside of a bagan and the hanging nets, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",standard,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A006_A089_04138A_V2-0029.mp4,,,,,,,Split Level Under a Bagan,"Camera surfaces from below to show the underside of a bagan fishing boat, Cendrawasih Bay, Central Papua, Indonesia, Pacific Ocean","Cendrawasih Bay, Indonesia",standard,Commercial,Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
